Date,Forecasted WL,FFWC Predicted Q ,Observed Q ,GBM Predicted Q 
30/9/2019,13.83,64373.0572,51664.93,43976.88448
1/10/2019,13.9,65923.54223,55474,45172.67266
2/10/2019,13.92,66371.96406,56732,47104.9136
3/10/2019,13.99,67960.63725,56424.14,49152.43842
4/10/2019,14.07,69813.2482,55630,48787.60263
5/10/2019,14.11,70754.53613,53856,48737.86928
6/10/2019,14.34,76365.3362,53856,42281.80134
7/10/2019,14.4,77885.83266,50482.84,41222.77186
8/10/2019,14.46,79430.37904,49833,39876.16957
9/10/2019,14.52,80999.25806,46053,38238.58705
10/10/2019,14.53,81263.12355,42790,35832.92924
11/10/2019,14.15,71705.91908,39684,35358.27261
12/10/2019,14.03,68881.97516,35352,34171.91125
13/10/2019,13.91,66147.45007,32408,32765.32596
14/10/2019,13.78,63283.48489,33556.45,31766.96441
15/10/2019,13.5,57450.42591,22256,31194.14015
16/10/2019,13.29,53363.83147,19253,29364.76937
17/10/2019,13,48105.0605,17572,26349.77635
18/10/2019,12.77,44235.54067,16039,25792.06721
19/10/2019,12.41,38680.87144,15496,19657.8468
20/10/2019,11.7,29356.71321,14941,18618.06923
21/10/2019,11.44,26430.93191,18009.15,17670.01845
22/10/2019,11.22,24141.29907,13169,16870.34212
23/10/2019,11.03,22293.80981,12455,16551.16343
24/10/2019,10.84,20560.87672,11874,15878.28391
25/10/2019,10.79,20123.20223,11536,15342.09961
26/10/2019,13.5,57450.42591,11536,14319.16283
27/10/2019,13.29,53363.83147,11536,13617.2611
28/10/2019,13,48105.0605,13383.13,9841.666204
29/10/2019,12.77,44235.54067,10725,12712.44759
30/10/2019,12.41,38680.87144,10465,11935.60866
31/10/2019,11.7,29356.71321,10210,11658.65248
1/11/2019,11.44,26430.93191,10210,11157.69129
2/11/2019,11.22,24141.29907,10210,9373.808524
3/11/2019,11.7,29356.71321,10210,9124.668488
4/11/2019,11.44,26430.93191,10210,8769.285797
5/11/2019,11.22,24141.29907,10210,8102.034423
6/11/2019,,,,
6/6/2020,10.83,20472.74016,2110,3427.213633
7/6/2020,10.42,17110.11389,2162,4061.931905
8/6/2020,10.43,17186.50319,3269.68,4301.693515
9/6/2020,11.01,22106.09605,2375,4699.483568
10/6/2020,11.11,23057.42054,2375,4965.933128
11/6/2020,11.02,22199.79468,2375,5772.261383
12/6/2020,11.12,23154.32014,2375,4184.39396
13/6/2020,11.36,25579.14834,2829,3715.912821
14/6/2020,11.69,29239.6101,2982,3707.424156
15/6/2020,11.55,27638.91685,3504.65,3897.498083
16/6/2020,12.2,35707.29095,2899,3950.496792
17/6/2020,10.43,17186.50319,3120,4723.132527
18/6/2020,11.01,22106.09605,3305,4766.53023
19/6/2020,11.11,23057.42054,3741,4816.498313
20/6/2020,11.02,22199.79468,4573,5354.126376
21/6/2020,11.12,23154.32014,5672,5538.858207
22/6/2020,10.42,17110.11389,5697.37,6404.727627
23/6/2020,10.43,17186.50319,7344,6421.818372
24/6/2020,11.01,22106.09605,7921,6586.43241
25/6/2020,11.02,22199.79468,8394,7200.745413
26/6/2020,11.12,23154.32014,9773,7398.072584
27/6/2020,10.42,17110.11389,12220,7960.754197
28/6/2020,10.43,17186.50319,14335,9507.523018
29/6/2020,11.01,22106.09605,13863.2,11341.49636
30/6/2020,11.11,23057.42054,18871,14936.8297
1/7/2020,11.02,22199.79468,20773,15386.10244
2/7/2020,11.12,23154.32014,26402.2,24468.2868
3/7/2020,11.36,25579.14834,27220.6,25660.84256
4/7/2020,11.69,29239.6101,27128.9,26040.40859
5/7/2020,11.55,27638.91685,26855,25641.61098
6/7/2020,12.2,35707.29095,27128.9,25979.24078
7/7/2020,12.46,39417.15528,27128.9,26165.35022
8/7/2020,12.31,37241.21409,26855,26402.25909
9/7/2020,12.01,33176.75809,26764,27431.4263
10/7/2020,12.2,35707.29095,26673.3,28150.63576
11/7/2020,12.09,34224.1857,26402.2,28666.17679
12/7/2020,12.47,39565.74432,27220.6,28051.57393
13/7/2020,12.31,37241.21409,29965.8,27775.32738
14/7/2020,12.34,37668.54527,33817.8,27834.36534
15/7/2020,12.31,37241.21409,36403.3,28222.69856
16/7/2020,12.62,41848.71246,38764.9,28517.59588
17/7/2020,12.87,45886.1778,40039.4,28497.3427
18/7/2020,13,48105.0605,40509.3,28398.24497
19/7/2020,13.26,52799.48005,41699.1,28698.27565
20/7/2020,13.4,55474.42527,41939.7,28856.99023
21/7/2020,13.53,58054.0424,42181.2,28750.40636
22/7/2020,13.55,58459.25571,41699.1,33677.63675
23/7/2020,13.75,62636.83586,41042,35412.17446
24/7/2020,13.72,61995.46799,41101.5,35188.87967
25/7/2020,13.74,62422.46137,42000,38925.08036
26/7/2020,13.59,59276.44977,42636.2,40261.88601
27/7/2020,13.39,55279.84644,43002.5,42284.90738
28/7/2020,13.31,53742.73099,43340,43607.18383
29/7/2020,13.48,57050.80371,43309.2,46151.30761
30/7/2020,13.71,61782.84671,42605.8,46482.7867
31/7/2020,14,68190.04465,42332.5,46368.75613
1/8/2020,13.87,65255.44342,41909.6,41842.90491
2/8/2020,13.5,57450.42591,41310,40509.25592
3/8/2020,13.37,54892.32187,40893.6,39762.01415
4/8/2020,13.32,53932.9837,41071.7,40201.2561
5/8/2020,13.19,51501.15999,41429.5,40865.10307
6/8/2020,13.19,51501.15999,41609.1,41183.16645
7/8/2020,13.21,51869.48061,41250.4,41439.02553
8/8/2020,13.38,55085.81235,40834.3,41990.61577
9/8/2020,13.36,54699.37384,40244.5,41941.79005
10/8/2020,13.38,55085.81235,39631,42316.96605
11/8/2020,13.38,55085.81235,38965.9,38250.70118
12/8/2020,13.37,54892.32187,38364.8,37348.16387
13/8/2020,13.33,54123.77321,37656.8,37023.21144
14/8/2020,13.28,53175.1824,37152.2,38052.67044
15/8/2020,12.95,47241.7433,37320,38866.14966
16/8/2020,12.94,47070.57247,37152.2,38993.49455
17/8/2020,12.86,45718.93739,37460.1,38911.16289
18/8/2020,12.73,43588.70237,37628.7,38740.75193
19/8/2020,12.99,47931.39841,38364.8,38563.26527
20/8/2020,12.87,45886.1778,39369.9,37977.39758
21/8/2020,13.14,50589.47866,39718.3,37282.19124
22/8/2020,13.2,51685.05862,39485.8,37487.01814
23/8/2020,13.26,52799.48005,39514.9,37775.03195
24/8/2020,13.43,56061.4416,39341,38606.63443
25/8/2020,13.32,53932.9837,39369.9,38570.74765
26/8/2020,13.22,52054.42708,39456.8,37680.6464
27/8/2020,13.3,53553.01396,39138.7,37324.13143
28/8/2020,13.26,52799.48005,38052.3,37373.46537
29/8/2020,13.14,50589.47866,37376,37059.20356
30/8/2020,13.14,50589.47866,36403.3,35709.56631
31/8/2020,13.31,53742.73099,35555.3,36751.32574
1/9/2020,13.19,51501.15999,34880.5,36793.15805
2/9/2020,12.83,45220.13105,34559.5,36827.4452
3/9/2020,12.93,46899.89667,34559.5,36195.66022
4/9/2020,12.69,42949.43051,34532.9,35649.3363
5/9/2020,12.76,44073.1181,34373.1,35047.42809
6/9/2020,12.63,42004.56498,34160.9,34868.96259
7/9/2020,12.78,44398.4403,34134.4,34681.71576
8/9/2020,12.75,43911.17156,33765.2,34672.56285
9/9/2020,12.68,42790.78703,33529.1,34207.55735
10/9/2020,12.62,41848.71246,33086.1,32905.52067
11/9/2020,12.59,41383.92024,32390.1,32370.38703
12/9/2020,12.56,40923.25466,32007.4,31650.25971
13/9/2020,12.46,39417.15528,31175.6,30602.02389
14/9/2020,12.41,38680.87144,29941.4,29873.47228
15/9/2020,12.45,39269.01166,29456.5,29686.32845
16/9/2020,11.92,32029.1312,29024.3,28797.12265
17/9/2020,12.12,34623.70189,28905,31472.11362
18/9/2020,12.14,34892.10612,29312,31371.22855
19/9/2020,11.89,31653.70795,29722.6,30306.69894
20/9/2020,11.93,32155.05837,29844,28872.01458
21/9/2020,11.8,30548.44845,29771.1,28717.10563
22/9/2020,11.92,32029.1312,29722.6,28528.46631
23/9/2020,12.04,33566.50278,29504.8,27277.9325
24/9/2020,12.03,33436.18434,29336,26650.59069
25/9/2020,12.1,34356.94701,29746.8,25451.51753
26/9/2020,12.04,33566.50278,30901.4,25451.51753
27/9/2020,12.28,36817.75845,32390.1,26110.0733
28/9/2020,12.16,35162.16728,34134.4,26167.75444
29/9/2020,12.37,38099.77839,35691.2,26733.98923
30/9/2020,12.44,39121.31247,36568.9,28326.71054
1/10/2020,12.77,44235.54067,36818.2,27478.61639
2/10/2020,13.51,57651.07249,36985,25806.71373
3/10/2020,13.39,55279.84644,36541.3,24113.20644
4/10/2020,13.45,56455.53047,35501,22552.7813
5/10/2020,13.28,53175.1824,33817.8,21743.75769
6/10/2020,12.81,44890.01204,32518.3,21522.29427
7/10/2020,12.67,42632.61127,31225.6,23236.5306
8/10/2020,12.67,42632.61127,30185.7,23288.61639
9/10/2020,12.24,36259.13413,28785.9,23171.3587
10/10/2020,12.21,35844.61939,27705.3,23857.71776
11/10/2020,12.21,35844.61939,26991.7,23972.56531
12/10/2020,12.14,34892.10612,26088.2,23568.89821
13/10/2020,11.61,28316.13441,25203.9,23726.24913
14/10/2020,11.72,29592.0416,24104.1,23805.43265
15/10/2020,11.61,28316.13441,22501.7,23805.43265
16/10/2020,11.57,27863.20441,21419,24058.4596
17/10/2020,11.39,25895.96137,20274.2,19837.74085
18/10/2020,11.23,24241.81321,18802.7,18350.34442
19/10/2020,11.14,23349.09372,17907.2,17955.36834
20/10/2020,10.98,21826.89114,16363.9,14246.81831
21/10/2020,11.61,28316.13441,14703.6,13887.35746
22/10/2020,11.72,29592.0416,13907.5,13516.06657
23/10/2020,11.61,28316.13441,13081.1,13458.7325
24/10/2020,11.57,27863.20441,12009.9,12683.50278
25/10/2020,11.39,25895.96137,10892.2,9187.050518
26/10/2020,11.23,24241.81321,10396.5,7828.056244
27/10/2020,11.14,23349.09372,9854.45,7366.853624
28/10/2020,10.98,21826.89114,9483.48,9460.689119
29/10/2020,11.23,24241.81321,9167.65,9460.689119
30/10/2020,11.14,23349.09372,8858.52,8539.320386
31/10/2020,10.98,21826.89114,6028,8400.234009
1/11/2020,9.52,11261.07295,5793,8200.177423
2/11/2020,9.42,10725.32789,5647,8155.376205
3/11/2020,8.7,7438.678662,5351,7962.459643
4/11/2020,8.05,5213.930004,5090,7882.393557
5/11/2020,7.78,4463.19209,4936,7361.453334
6/11/2020,,,,
6/6/2021,7.88,4730.436815,3810,2839.754993
7/6/2021,7.83,4595.265104,5417.31,5502.649574
8/6/2021,9.42,10725.32789,3020,6027.22905
9/6/2021,8.7,7438.678662,2684,6561.195433
10/6/2021,8.05,5213.930004,2632,6959.512881
11/6/2021,7.78,4463.19209,2511,7097.223009
12/6/2021,7.88,4730.436815,2591,7359.597433
13/6/2021,7.83,4595.265104,2591,7498.68381
14/6/2021,7.93,4868.761154,5228.01,8778.339382
15/6/2021,7.99,5038.988678,2966,4691.592829
16/6/2021,7.82,4568.604321,2966,4137.134136
17/6/2021,7.72,4308.719722,2966,3865.148016
18/6/2021,8.05,5213.930004,3000,4874.508046
19/6/2021,8.12,5424.115061,3280,5149.513452
20/6/2021,8.11,5393.681863,4526,5883.471054
21/6/2021,7.78,4463.19209,6977.98,11295.83315
22/6/2021,8.37,6230.613082,11195,12788.48363
23/6/2021,8.39,6299.045548,14242,13092.04519
24/6/2021,9.11,9192.349253,16419,17782.52254
25/6/2021,10.91,21186.34239,17775,21725.66738
26/6/2021,11.52,27305.18776,17965,21425.44146
27/6/2021,11.43,26323.23896,17965,21936.16697
28/6/2021,11.1,22960.84466,20833.06,23319.31105
29/6/2021,11.41,26108.90303,18204,23378.50514
30/6/2021,11.27,24647.21318,18755,23852.19824
1/7/2021,11.4,26002.25834,18511,24172.93402
2/7/2021,11.31,25058.00228,18124,24559.05822
3/7/2021,11.37,25684.40721,17510,25481.81088
4/7/2021,11.69,29239.6101,17823,24198.59795
5/7/2021,11.34,25369.66277,20833.06,23546.84958
6/7/2021,11.31,25058.00228,20934,23175.47396
7/7/2021,11.23,24241.81321,22501,22942.66291
8/7/2021,11.36,25579.14834,22768,23053.60761
9/7/2021,11.69,29239.6101,23232,23067.57764
10/7/2021,12.2,35707.29095,22864,23099.37835
11/7/2021,12.35,37811.85478,22673,24047.0956
12/7/2021,12.41,38680.87144,21334.59,24668.41685
13/7/2021,12.18,35433.89301,22482,24873.51228
14/7/2021,11.98,32790.63132,22482,23438.4306
15/7/2021,11.86,31281.80283,22482,23181.37131
16/7/2021,11.95,32408.09736,22482,24853.78499
17/7/2021,11.94,32281.38012,21771,27524.6192
18/7/2021,11.93,32155.05837,22293,28474.42371
19/7/2021,11.89,31653.70795,21428.84,26881.87138
20/7/2021,11.96,32535.21103,22106,26402.7346
21/7/2021,11.9,31778.45691,22293,25212.85276
22/7/2021,11.83,30913.39118,22673,26546.39037
23/7/2021,12,33047.64842,23251,29705.52763
24/7/2021,11.87,31405.38182,24600.18,28122.05474
25/7/2021,11.9,31778.45691,23643,28276.51407
26/7/2021,12.06,33828.35499,23737.96,28829.26562
27/7/2021,11.06,22577.76214,24201,29062.31971
28/7/2021,12.18,35433.89301,24555,29022.97888
29/7/2021,12.2,35707.29095,25078,29148.72712
30/7/2021,12.21,35844.61939,25663,29341.12923
31/7/2021,12.23,36120.54002,29167,29700.53645
1/8/2021,12.43,38974.05669,24954,29997.13204
2/8/2021,12.35,37811.85478,28389.55,30037.28053
3/8/2021,12.56,40923.25466,24688,32541.07382
4/8/2021,12.6,41538.39111,25411,33530.86232
5/8/2021,12.28,36817.75845,27527,35821.7631
6/8/2021,12.21,35844.61939,29805,35883.99013
7/8/2021,12.3,37099.6329,30888,36008.09791
8/8/2021,12.59,41383.92024,32382,35752.72108
9/8/2021,12.85,45552.18349,37134.82,35405.90865
10/8/2021,13.33,54123.77321,35325,36217.28897
11/8/2021,13.37,54892.32187,36677,36534.38648
12/8/2021,13.34,54315.10065,37811,36768.50732
13/8/2021,13.51,57651.07249,38915,41297.17645
14/8/2021,13.77,63067.34642,41879,43693.73467
15/8/2021,13.59,59276.44977,43428,44753.94911
16/8/2021,13.59,59276.44977,46687.16,44768.03443
17/8/2021,13.49,57250.3367,47138,45413.12661
18/8/2021,13.6,59482.16499,49157,45546.33748
19/8/2021,13.96,67276.10604,52425,45862.38035
20/8/2021,14.06,69579.49417,53894,46055.92866
21/8/2021,14.02,68650.71237,56392.09,45780.59662
22/8/2021,13.86,65033.94799,54085,46218.21738
23/8/2021,13.79,63500.21375,54829.06,45202.16092
24/8/2021,13.94,66822.81539,51134,45352.62829
25/8/2021,13.92,66371.96406,49334,45908.56123
26/8/2021,14.06,69579.49417,47413,46183.69162
27/8/2021,13.82,64153.95473,45220,45617.78833
28/8/2021,13.72,61995.46799,43943,43428.53992
29/8/2021,13.87,65255.44342,42822,43464.57327
30/8/2021,13.3,53553.01396,42632,43500.29128
31/8/2021,13.51,57651.07249,45489.93,43866.99665
1/9/2021,13.36,54699.37384,43878,44147.14009
2/9/2021,13.41,55669.54998,44725,43078.07319
3/9/2021,13.44,56258.21081,45718,42105.87873
4/9/2021,13.49,57250.3367,46593,39108.47383
5/9/2021,13.7,61570.80745,47138,38997.94636
6/9/2021,13.72,61995.46799,46780.06,38125.76618
7/9/2021,13.79,63500.21375,47379,38125.76618
8/9/2021,13.75,62636.83586,45552,37862.81722
9/9/2021,13.83,64373.0572,43460,36705.97198
10/9/2021,13.69,61359.34902,42035,36725.38104
11/9/2021,13.65,60519.29986,39984,34551.02926
12/9/2021,13.57,58866.72172,38273,39117.08053
13/9/2021,13.33,54123.77321,39844.09,40205.01397
14/9/2021,13.36,54699.37384,35762,38604.20093
15/9/2021,13.33,54123.77321,33488,37834.08286
16/9/2021,13.36,54699.37384,46222,37481.53208
17/9/2021,12.8,44725.67494,30067,36376.31123
18/9/2021,12.84,45385.91507,29006,36416.27635
19/9/2021,12.5,40014.19392,27661,34104.05825
20/9/2021,12.45,39269.01166,29266.81,33839.8831
21/9/2021,12.28,36817.75845,27885,34249.30728
22/9/2021,11.96,32535.21103,29099,30251.31329
23/9/2021,12.28,36817.75845,29592,27945.58878
24/9/2021,11.96,32535.21103,29710,28701.07118
25/9/2021,12.46,39417.15528,29456.43,28830.59215
26/9/2021,12.61,41693.32151,28867,28512.47759
27/9/2021,12.87,45886.1778,29340.83,26988.10391
28/9/2021,12.61,41693.32151,27438,26823.93402
29/9/2021,12.5,40014.19392,27840,27930.43048
30/9/2021,12.37,38099.77839,27305,27555.91296
1/10/2021,12.31,37241.21409,26865,27547.15466
2/10/2021,12.31,37241.21409,26258,29540.25594
3/10/2021,12.21,35844.61939,25663,29947.43591
4/10/2021,12.43,38974.05669,29117.64,29997.84936
5/10/2021,12.23,36120.54002,25895,29879.69103
6/10/2021,12.16,35162.16728,25747,29064.47015
7/10/2021,12.06,33828.35499,26194,28668.77919
8/10/2021,12.1,34356.94701,25853,28638.2955
9/10/2021,12.17,35297.8216,25016,30000.17625
10/10/2021,12.32,37383.2259,24525,29985.67702
11/10/2021,12.25,36398.15207,28986.69,29526.63827
12/10/2021,12.28,36817.75845,22980,27323.26637
13/10/2021,12.04,33566.50278,22162,26941.53141
14/10/2021,11.77,30186.95022,21186,24142.98694
15/10/2021,11.87,31405.38182,20123,23124.68783
16/10/2021,11.75,29947.853,19203,21778.43905
17/10/2021,11.55,27638.91685,18013,21103.57952
18/10/2021,11.52,27305.18776,21291.5,17635.95939
19/10/2021,11.41,26108.90303,16464,16416.46624
20/10/2021,12.04,33566.50278,16375,16365.28478
21/10/2021,11.77,30186.95022,16912,16063.2474
22/10/2021,11.87,31405.38182,18220,16136.35881
23/10/2021,11.75,29947.853,20738,20246.9035
24/10/2021,11.55,27638.91685,21789,23232.74723
25/10/2021,11.52,27305.18776,26316.78,22919.66932
26/10/2021,11.41,26108.90303,25537,22097.96507
27/10/2021,11.55,27638.91685,25684,19930.87692
28/10/2021,11.52,27305.18776,25684,18275.72286
29/10/2021,11.41,26108.90303,25684,17859.78005
30/10/2021,11.71,29474.19008,25684,17256.434
31/10/2021,12.53,40466.68831,23941,22106.11657
1/11/2021,12.38,38244.39444,25706.95,22467.35979
2/11/2021,12.39,38389.44798,25036.02,24329.80049
3/11/2021,12.77,44235.54067,24515.9,25953.60508
4/11/2021,12.53,40466.68831,24277.43,26431.34099
5/11/2021,12.38,38244.39444,24049.23,26500.72601
