Date,Forecasted WL,FFWC Predicted Q ,Observed Q ,SVM Predicted Q 
30/9/2019,13.83,64373.0572,51664.93,50098.11805
1/10/2019,13.9,65923.54223,55474,53911.11067
2/10/2019,13.92,66371.96406,56732,55167.64574
3/10/2019,13.99,67960.63725,56424.14,54856.34831
4/10/2019,14.07,69813.2482,55630,51089.26676
5/10/2019,14.11,70754.53613,53856,30187.8919
6/10/2019,14.34,76365.3362,53856,30236.59802
7/10/2019,14.4,77885.83266,50482.84,48914.71456
8/10/2019,14.46,79430.37904,49833,48268.12059
9/10/2019,14.52,80999.25806,46053,44488.46011
10/10/2019,14.53,81263.12355,42790,29107.38034
11/10/2019,14.15,71705.91908,39684,38120.78098
12/10/2019,14.03,68881.97516,35352,36824.15358
13/10/2019,13.91,66147.45007,32408,33966.74707
14/10/2019,13.78,63283.48489,33556.45,30762.96964
15/10/2019,13.5,57450.42591,22256,27871.51577
16/10/2019,13.29,53363.83147,19253,20815.19678
17/10/2019,13,48105.0605,17572,19133.42194
18/10/2019,12.77,44235.54067,16039,21442.44587
19/10/2019,12.41,38680.87144,15496,17061.12232
20/10/2019,11.7,29356.71321,14941,19635.20202
21/10/2019,11.44,26430.93191,18009.15,17576.74055
22/10/2019,11.22,24141.29907,13169,13488.66609
23/10/2019,11.03,22293.80981,12455,12473.84604
24/10/2019,10.84,20560.87672,11874,11959.80572
25/10/2019,10.79,20123.20223,11536,13104.55216
26/10/2019,13.5,57450.42591,11536,13096.1548
27/10/2019,13.29,53363.83147,11536,12767.57817
28/10/2019,13,48105.0605,13383.13,11815.20192
29/10/2019,12.77,44235.54067,10725,12293.25259
30/10/2019,12.41,38680.87144,10465,11549.98454
31/10/2019,11.7,29356.71321,10210,11058.32906
1/11/2019,11.44,26430.93191,10210,11772.00795
2/11/2019,11.22,24141.29907,10210,11166.03708
3/11/2019,11.7,29356.71321,10210,10783.10425
4/11/2019,11.44,26430.93191,10210,10504.16598
5/11/2019,11.22,24141.29907,10210,9919.874468
6/11/2019,,,,
6/6/2020,10.83,20472.74016,2110,546.0242969
7/6/2020,10.42,17110.11389,2162,831.8288327
8/6/2020,10.43,17186.50319,3269.68,3192.306814
9/6/2020,11.01,22106.09605,2375,5178.760807
10/6/2020,11.11,23057.42054,2375,7207.853169
11/6/2020,11.02,22199.79468,2375,3958.700082
12/6/2020,11.12,23154.32014,2375,1105.62832
13/6/2020,11.36,25579.14834,2829,3350.537366
14/6/2020,11.69,29239.6101,2982,4544.987165
15/6/2020,11.55,27638.91685,3504.65,3625.072876
16/6/2020,12.2,35707.29095,2899,3568.190208
17/6/2020,10.43,17186.50319,3120,2821.203482
18/6/2020,11.01,22106.09605,3305,2189.33022
19/6/2020,11.11,23057.42054,3741,3387.025225
20/6/2020,11.02,22199.79468,4573,6139.010015
21/6/2020,11.12,23154.32014,5672,7150.349832
22/6/2020,10.42,17110.11389,5697.37,7262.132865
23/6/2020,10.43,17186.50319,7344,7606.331883
24/6/2020,11.01,22106.09605,7921,7952.462132
25/6/2020,11.02,22199.79468,8394,8207.277421
26/6/2020,11.12,23154.32014,9773,8611.529038
27/6/2020,10.42,17110.11389,12220,10662.62489
28/6/2020,10.43,17186.50319,14335,12774.09713
29/6/2020,11.01,22106.09605,13863.2,15429.88643
30/6/2020,11.11,23057.42054,18871,17223.83547
1/7/2020,11.02,22199.79468,20773,19203.18385
2/7/2020,11.12,23154.32014,26402.2,24838.95654
3/7/2020,11.36,25579.14834,27220.6,25659.65016
4/7/2020,11.69,29239.6101,27128.9,26747.24995
5/7/2020,11.55,27638.91685,26855,25288.06807
6/7/2020,12.2,35707.29095,27128.9,25565.64713
7/7/2020,12.46,39417.15528,27128.9,26262.93214
8/7/2020,12.31,37241.21409,26855,28417.34442
9/7/2020,12.01,33176.75809,26764,26092.02323
10/7/2020,12.2,35707.29095,26673.3,27941.22381
11/7/2020,12.09,34224.1857,26402.2,27963.79372
12/7/2020,12.47,39565.74432,27220.6,25652.43104
13/7/2020,12.31,37241.21409,29965.8,28210.13842
14/7/2020,12.34,37668.54527,33817.8,32385.06977
15/7/2020,12.31,37241.21409,36403.3,36354.59015
16/7/2020,12.62,41848.71246,38764.9,37199.75978
17/7/2020,12.87,45886.1778,40039.4,34221.1097
18/7/2020,13,48105.0605,40509.3,33750.88703
19/7/2020,13.26,52799.48005,41699.1,40135.34561
20/7/2020,13.4,55474.42527,41939.7,40372.62144
21/7/2020,13.53,58054.0424,42181.2,40618.98822
22/7/2020,13.55,58459.25571,41699.1,40137.62921
23/7/2020,13.75,62636.83586,41042,39477.87088
24/7/2020,13.72,61995.46799,41101.5,36383.5165
25/7/2020,13.74,62422.46137,42000,40434.1739
26/7/2020,13.59,59276.44977,42636.2,41074.57841
27/7/2020,13.39,55279.84644,43002.5,41501.27909
28/7/2020,13.31,53742.73099,43340,41773.53332
29/7/2020,13.48,57050.80371,43309.2,42315.18382
30/7/2020,13.71,61782.84671,42605.8,41039.88168
31/7/2020,14,68190.04465,42332.5,36337.47967
1/8/2020,13.87,65255.44342,41909.6,40348.85966
2/8/2020,13.5,57450.42591,41310,26973.9738
3/8/2020,13.37,54892.32187,40893.6,28932.65608
4/8/2020,13.32,53932.9837,41071.7,29519.43495
5/8/2020,13.19,51501.15999,41429.5,36794.7294
6/8/2020,13.19,51501.15999,41609.1,40041.34445
7/8/2020,13.21,51869.48061,41250.4,39681.53982
8/8/2020,13.38,55085.81235,40834.3,29411.23085
9/8/2020,13.36,54699.37384,40244.5,29905.68798
10/8/2020,13.38,55085.81235,39631,38070.97501
11/8/2020,13.38,55085.81235,38965.9,37572.63787
12/8/2020,13.37,54892.32187,38364.8,27435.00285
13/8/2020,13.33,54123.77321,37656.8,34103.38741
14/8/2020,13.28,53175.1824,37152.2,38722.06461
15/8/2020,12.95,47241.7433,37320,41432.82982
16/8/2020,12.94,47070.57247,37152.2,38718.956
17/8/2020,12.86,45718.93739,37460.1,37094.06912
18/8/2020,12.73,43588.70237,37628.7,36060.32707
19/8/2020,12.99,47931.39841,38364.8,39929.90397
20/8/2020,12.87,45886.1778,39369.9,34372.70978
21/8/2020,13.14,50589.47866,39718.3,30110.25057
22/8/2020,13.2,51685.05862,39485.8,37918.7141
23/8/2020,13.26,52799.48005,39514.9,37946.04448
24/8/2020,13.43,56061.4416,39341,37776.4456
25/8/2020,13.32,53932.9837,39369.9,38846.17733
26/8/2020,13.22,52054.42708,39456.8,37893.27406
27/8/2020,13.3,53553.01396,39138.7,36838.00159
28/8/2020,13.26,52799.48005,38052.3,38285.34944
29/8/2020,13.14,50589.47866,37376,35808.68328
30/8/2020,13.14,50589.47866,36403.3,36176.50902
31/8/2020,13.31,53742.73099,35555.3,35800.84955
1/9/2020,13.19,51501.15999,34880.5,38025.46681
2/9/2020,12.83,45220.13105,34559.5,39576.61889
3/9/2020,12.93,46899.89667,34559.5,37861.16972
4/9/2020,12.69,42949.43051,34532.9,35846.63051
5/9/2020,12.76,44073.1181,34373.1,33464.20081
6/9/2020,12.63,42004.56498,34160.9,32598.70854
7/9/2020,12.78,44398.4403,34134.4,31998.77393
8/9/2020,12.75,43911.17156,33765.2,34386.093
9/9/2020,12.68,42790.78703,33529.1,35091.27931
10/9/2020,12.62,41848.71246,33086.1,32161.98512
11/9/2020,12.59,41383.92024,32390.1,30722.80723
12/9/2020,12.56,40923.25466,32007.4,32422.12527
13/9/2020,12.46,39417.15528,31175.6,29609.6615
14/9/2020,12.41,38680.87144,29941.4,28886.35183
15/9/2020,12.45,39269.01166,29456.5,28614.10224
16/9/2020,11.92,32029.1312,29024.3,27832.49392
17/9/2020,12.12,34623.70189,28905,28898.93593
18/9/2020,12.14,34892.10612,29312,27752.37942
19/9/2020,11.89,31653.70795,29722.6,28157.80452
20/9/2020,11.93,32155.05837,29844,28912.22609
21/9/2020,11.8,30548.44845,29771.1,28529.48005
22/9/2020,11.92,32029.1312,29722.6,29327.71207
23/9/2020,12.04,33566.50278,29504.8,30279.17016
24/9/2020,12.03,33436.18434,29336,31081.05416
25/9/2020,12.1,34356.94701,29746.8,30549.82726
26/9/2020,12.04,33566.50278,30901.4,29336.17087
27/9/2020,12.28,36817.75845,32390.1,30826.70447
28/9/2020,12.16,35162.16728,34134.4,33875.29591
29/9/2020,12.37,38099.77839,35691.2,34123.9536
30/9/2020,12.44,39121.31247,36568.9,35010.43818
1/10/2020,12.77,44235.54067,36818.2,35255.27504
2/10/2020,13.51,57651.07249,36985,36139.93864
3/10/2020,13.39,55279.84644,36541.3,35065.48271
4/10/2020,13.45,56455.53047,35501,33935.68701
5/10/2020,13.28,53175.1824,33817.8,32524.32378
6/10/2020,12.81,44890.01204,32518.3,30949.4626
7/10/2020,12.67,42632.61127,31225.6,29823.38808
8/10/2020,12.67,42632.61127,30185.7,29784.52299
9/10/2020,12.24,36259.13413,28785.9,29364.27702
10/10/2020,12.21,35844.61939,27705.3,29271.49647
11/10/2020,12.21,35844.61939,26991.7,28557.44232
12/10/2020,12.14,34892.10612,26088.2,27650.6994
13/10/2020,11.61,28316.13441,25203.9,26038.44078
14/10/2020,11.72,29592.0416,24104.1,24638.99064
15/10/2020,11.61,28316.13441,22501.7,23336.36384
16/10/2020,11.57,27863.20441,21419,22197.6198
17/10/2020,11.39,25895.96137,20274.2,21581.14321
18/10/2020,11.23,24241.81321,18802.7,20031.87759
19/10/2020,11.14,23349.09372,17907.2,17927.73243
20/10/2020,10.98,21826.89114,16363.9,16683.15298
21/10/2020,11.61,28316.13441,14703.6,15189.00656
22/10/2020,11.72,29592.0416,13907.5,12341.66766
23/10/2020,11.61,28316.13441,13081.1,11518.5389
24/10/2020,11.57,27863.20441,12009.9,11388.38525
25/10/2020,11.39,25895.96137,10892.2,11100.67993
26/10/2020,11.23,24241.81321,10396.5,10196.91063
27/10/2020,11.14,23349.09372,9854.45,10282.37322
28/10/2020,10.98,21826.89114,9483.48,8138.914139
29/10/2020,11.23,24241.81321,9167.65,7927.841658
30/10/2020,11.14,23349.09372,8858.52,7291.659654
31/10/2020,10.98,21826.89114,6028,7591.660112
1/11/2020,9.52,11261.07295,5793,6051.561534
2/11/2020,9.42,10725.32789,5647,6058.02564
3/11/2020,8.7,7438.678662,5351,6251.179687
4/11/2020,8.05,5213.930004,5090,6652.024281
5/11/2020,7.78,4463.19209,4936,6594.356337
6/11/2020,,,,
6/6/2021,7.88,4730.436815,3810,8311.536965
7/6/2021,7.83,4595.265104,5417.31,5070.035095
8/6/2021,9.42,10725.32789,3020,3812.244359
9/6/2021,8.7,7438.678662,2684,3896.979569
10/6/2021,8.05,5213.930004,2632,3899.929742
11/6/2021,7.78,4463.19209,2511,4071.270853
12/6/2021,7.88,4730.436815,2591,4152.887561
13/6/2021,7.83,4595.265104,2591,4153.988341
14/6/2021,7.93,4868.761154,5228.01,7204.920947
15/6/2021,7.99,5038.988678,2966,4529.945723
16/6/2021,7.82,4568.604321,2966,4533.177492
17/6/2021,7.72,4308.719722,2966,5955.012242
18/6/2021,8.05,5213.930004,3000,3658.647108
19/6/2021,8.12,5424.115061,3280,3132.406378
20/6/2021,8.11,5393.681863,4526,3599.552474
21/6/2021,7.78,4463.19209,6977.98,8538.549565
22/6/2021,8.37,6230.613082,11195,12760.32489
23/6/2021,8.39,6299.045548,14242,16861.26776
24/6/2021,9.11,9192.349253,16419,17982.27099
25/6/2021,10.91,21186.34239,17775,19266.88134
26/6/2021,11.52,27305.18776,17965,19530.00033
27/6/2021,11.43,26323.23896,17965,22329.37446
28/6/2021,11.1,22960.84466,20833.06,20584.05525
29/6/2021,11.41,26108.90303,18204,19768.26491
30/6/2021,11.27,24647.21318,18755,19257.99879
1/7/2021,11.4,26002.25834,18511,20402.9522
2/7/2021,11.31,25058.00228,18124,18073.90677
3/7/2021,11.37,25684.40721,17510,19080.22533
4/7/2021,11.69,29239.6101,17823,19387.35897
5/7/2021,11.34,25369.66277,20833.06,22399.67718
6/7/2021,11.31,25058.00228,20934,22495.72965
7/7/2021,11.23,24241.81321,22501,22123.77785
8/7/2021,11.36,25579.14834,22768,21207.85382
9/7/2021,11.69,29239.6101,23232,21427.83801
10/7/2021,12.2,35707.29095,22864,24431.92644
11/7/2021,12.35,37811.85478,22673,27107.69358
12/7/2021,12.41,38680.87144,21334.59,21941.73446
13/7/2021,12.18,35433.89301,22482,22876.54647
14/7/2021,11.98,32790.63132,22482,21951.81904
15/7/2021,11.86,31281.80283,22482,24050.85379
16/7/2021,11.95,32408.09736,22482,24044.39369
17/7/2021,11.94,32281.38012,21771,23335.5455
18/7/2021,11.93,32155.05837,22293,23859.32847
19/7/2021,11.89,31653.70795,21428.84,22718.97737
20/7/2021,11.96,32535.21103,22106,21689.49938
21/7/2021,11.9,31778.45691,22293,23046.97117
22/7/2021,11.83,30913.39118,22673,23088.79997
23/7/2021,12,33047.64842,23251,24815.66049
24/7/2021,11.87,31405.38182,24600.18,23035.92937
25/7/2021,11.9,31778.45691,23643,22527.55506
26/7/2021,12.06,33828.35499,23737.96,22699.61681
27/7/2021,11.06,22577.76214,24201,25765.49168
28/7/2021,12.18,35433.89301,24555,25664.09291
29/7/2021,12.2,35707.29095,25078,25303.48473
30/7/2021,12.21,35844.61939,25663,27231.02554
31/7/2021,12.23,36120.54002,29167,30729.01895
1/8/2021,12.43,38974.05669,24954,27737.37202
2/8/2021,12.35,37811.85478,28389.55,29543.51034
3/8/2021,12.56,40923.25466,24688,29759.52896
4/8/2021,12.6,41538.39111,25411,26977.42149
5/8/2021,12.28,36817.75845,27527,29085.54224
6/8/2021,12.21,35844.61939,29805,31225.09478
7/8/2021,12.3,37099.6329,30888,29325.47485
8/8/2021,12.59,41383.92024,32382,29084.00062
9/8/2021,12.85,45552.18349,37134.82,35566.41266
10/8/2021,13.33,54123.77321,35325,36790.91949
11/8/2021,13.37,54892.32187,36677,35914.56058
12/8/2021,13.34,54315.10065,37811,33454.876
13/8/2021,13.51,57651.07249,38915,37354.30661
14/8/2021,13.77,63067.34642,41879,43443.65436
15/8/2021,13.59,59276.44977,43428,44970.57697
16/8/2021,13.59,59276.44977,46687.16,48450.73163
17/8/2021,13.49,57250.3367,47138,48704.15453
18/8/2021,13.6,59482.16499,49157,49475.97148
19/8/2021,13.96,67276.10604,52425,50859.80305
20/8/2021,14.06,69579.49417,53894,55463.18128
21/8/2021,14.02,68650.71237,56392.09,55145.95446
22/8/2021,13.86,65033.94799,54085,52522.95826
23/8/2021,13.79,63500.21375,54829.06,53269.59466
24/8/2021,13.94,66822.81539,51134,49572.59556
25/8/2021,13.92,66371.96406,49334,47768.33193
26/8/2021,14.06,69579.49417,47413,47523.71994
27/8/2021,13.82,64153.95473,45220,43594.35504
28/8/2021,13.72,61995.46799,43943,42349.38548
29/8/2021,13.87,65255.44342,42822,41262.7653
30/8/2021,13.3,53553.01396,42632,43827.89558
31/8/2021,13.51,57651.07249,45489.93,45061.48513
1/9/2021,13.36,54699.37384,43878,42313.21889
2/9/2021,13.41,55669.54998,44725,43157.39121
3/9/2021,13.44,56258.21081,45718,44152.74121
4/9/2021,13.49,57250.3367,46593,45030.29005
5/9/2021,13.7,61570.80745,47138,45573.31051
6/9/2021,13.72,61995.46799,46780.06,47535.37344
7/9/2021,13.79,63500.21375,47379,45810.70207
8/9/2021,13.75,62636.83586,45552,43610.64523
9/9/2021,13.83,64373.0572,43460,40055.47778
10/9/2021,13.69,61359.34902,42035,40472.51294
11/9/2021,13.65,60519.29986,39984,38423.47301
12/9/2021,13.57,58866.72172,38273,36706.70753
13/9/2021,13.33,54123.77321,39844.09,39210.96619
14/9/2021,13.36,54699.37384,35762,37331.0208
15/9/2021,13.33,54123.77321,33488,35052.155
16/9/2021,13.36,54699.37384,46222,37525.89906
17/9/2021,12.8,44725.67494,30067,34009.30828
18/9/2021,12.84,45385.91507,29006,30568.28498
19/9/2021,12.5,40014.19392,27661,29228.11702
20/9/2021,12.45,39269.01166,29266.81,35738.3382
21/9/2021,12.28,36817.75845,27885,29444.19297
22/9/2021,11.96,32535.21103,29099,27805.87166
23/9/2021,12.28,36817.75845,29592,32579.2729
24/9/2021,11.96,32535.21103,29710,28144.28446
25/9/2021,12.46,39417.15528,29456.43,27889.07875
26/9/2021,12.61,41693.32151,28867,27639.28135
27/9/2021,12.87,45886.1778,29340.83,28411.04444
28/9/2021,12.61,41693.32151,27438,29003.37472
29/9/2021,12.5,40014.19392,27840,29401.72098
30/9/2021,12.37,38099.77839,27305,31002.73026
1/10/2021,12.31,37241.21409,26865,25298.41618
2/10/2021,12.31,37241.21409,26258,27825.03852
3/10/2021,12.21,35844.61939,25663,26555.60217
4/10/2021,12.43,38974.05669,29117.64,27549.74746
5/10/2021,12.23,36120.54002,25895,25956.94946
6/10/2021,12.16,35162.16728,25747,27094.2773
7/10/2021,12.06,33828.35499,26194,27755.58373
8/10/2021,12.1,34356.94701,25853,27419.18259
9/10/2021,12.17,35297.8216,25016,27919.07831
10/10/2021,12.32,37383.2259,24525,26090.45591
11/10/2021,12.25,36398.15207,28986.69,24998.7486
12/10/2021,12.28,36817.75845,22980,24109.99446
13/10/2021,12.04,33566.50278,22162,23468.23023
14/10/2021,11.77,30186.95022,21186,22752.27765
15/10/2021,11.87,31405.38182,20123,21648.41649
16/10/2021,11.75,29947.853,19203,20291.7613
17/10/2021,11.55,27638.91685,18013,19016.53369
18/10/2021,11.52,27305.18776,21291.5,17769.24485
19/10/2021,11.41,26108.90303,16464,17086.67516
20/10/2021,12.04,33566.50278,16375,16260.26349
21/10/2021,11.77,30186.95022,16912,16558.50782
22/10/2021,11.87,31405.38182,18220,24279.16326
23/10/2021,11.75,29947.853,20738,22306.54428
24/10/2021,11.55,27638.91685,21789,23355.9304
25/10/2021,11.52,27305.18776,26316.78,27879.29451
26/10/2021,11.41,26108.90303,25537,23970.82634
27/10/2021,11.55,27638.91685,25684,26816.80068
28/10/2021,11.52,27305.18776,25684,23388.53447
29/10/2021,11.41,26108.90303,25684,24120.58328
30/10/2021,11.71,29474.19008,25684,20996.22516
31/10/2021,12.53,40466.68831,23941,25116.95845
1/11/2021,12.38,38244.39444,25706.95,24284.61329
2/11/2021,12.39,38389.44798,25036.02,21509.79151
3/11/2021,12.77,44235.54067,24515.9,22947.14824
4/11/2021,12.53,40466.68831,24277.43,21466.28316
5/11/2021,12.38,38244.39444,24049.23,19622.19816
